Группы товара;Артикул;Наименование товара;;;Ед. измер.;Цена для корпоративных клиентов;Штук в упаковке;Вес;Штрих-код;;
;19239;B.Braun Гексакварт форте 1 л;;;шт.;827,90;10;1,166;7612449112959;;
;19197;B.Braun Жидкое мыло Софтаскин  500 мл, с дозатором;;;шт.;271,10;20;0,579;7612449110405;;
;19198;B.Braun Жидкое мыло Софтаскин 1 л;;;шт.;368,64;10;1,162;7612449110450;;
;19910;B.Braun Мелисептол Рапид  750 мл, спрей;;;шт.;669,70;12;0,734;7612449151408;;
;18984;B.Braun Мелисептол Рапид 1 л;;;шт.;709,63;10;1,05;7612449098956;;
;19799;B.Braun Мелисептол Фоам 750 мл, спрей;;;шт.;669,70;12;0,783;7612449145155;;
;19819;B.Braun Софта-Ман Изо Вискораб  500 мл;;;шт.;451,58;20;0,493;7612449147005;;
;180066;B.Braun Стабимед Фреш 1 л;;;шт.;1 128,96;10;1,044;7612449157158;;
;18983;B.Braun Хелизим 1 л;;;шт.;1 268,74;10;1,211;7612449098901;;
      РАСХОДНЫЕ МАТЕРИАЛЫ;;;;;;;;;;;
         ИНФУЗИОННЫЕ СИСТЕМЫ ОБЩЕГО НАЗНАЧЕНИЯ;;;;;;;;;;;
;70445;B.Braun Система внутривенная Интрафикс Праймлайн Комфорт, Y-порт, 180 см;;;шт.;111,12;100;0,03;4022495870445;;
;156550;B.Braun Система внутривенная Интрафикс Праймлайн Комфорт, возвратный клапан, 180 см;;;шт.;144,46;100;0,02;4022495015655;;
         ПЕРЕФЕРИЧЕСКАЯ ВЕНЕПУНКЦИЯ;;;;;;;;;;;
;31519;B.Braun Вазофикс Сэйфти внутривенный катетер с портом, 20G, 25 мм, ПУР, клипса;;;шт.;68,26;200;0,01;4046964031519;;
;31366;B.Braun Вазофикс Сэйфти внутривенный катетер с портом, 22G, 25 мм, ПУР, клипса;;;шт.;68,26;200;0,09;4046964031366;;
;31335;B.Braun Вазофикс Сэйфти внутривенный катетер с портом, 24G, 19 мм, ПУР, клипса;;;шт.;68,26;200;0,09;4046964031335;;
;72153;B.Braun Игла-бабочка Венофикс А 19G/1.1 мм, 20 мм;;;шт.;28,58;200;0,04;4022495072153;;
;72207;B.Braun Игла-бабочка Венофикс А 21G/0.8 мм, 20 мм;;;шт.;28,58;200;0,04;4022495072207;;
;70500;B.Braun Игла-бабочка Венофикс А 23G/0.65 мм, 20 мм;;;шт.;28,58;200;0,04;4022495070500;;
;97002;B.Braun Игла-бабочка Венофикс А 25G/0.5 мм, 15 мм;;;шт.;28,58;200;0,04;4022495097002;;
;97057;B.Braun Игла-бабочка Венофикс А 27G/0.4 мм, 10 мм;;;шт.;28,58;200;0,04;4022495097057;;
;73267;B.Braun Игла-бабочка Венофикс Сэйфти 19G, 1.10х19 мм, удлиненная 30см;;;шт.;41,26;200;0,01;4046963773267;;
;27635;B.Braun Игла-бабочка Венофикс Сэйфти 21G, 0.80 х19мм, удлиненная 18см;;;шт.;41,26;200;0,01;4046964027635;;
;73205;B.Braun Игла-бабочка Венофикс Сэйфти 23G, 0.65 х19мм, удлиненная 30см;;;шт.;41,26;200;0,01;4046963773205;;
;73175;B.Braun Игла-бабочка Венофикс Сэйфти 25G, 0.50 х19мм, удлиненная 30см;;;шт.;41,26;200;0,01;4046963773175;;
;12705;B.Braun Интрокан W внутривенный катетер с крыльями, 20G, 32 мм;;;шт.;70,05;200;0,05;4022495112705;;
;12651;B.Braun Интрокан W внутривенный катетер с крыльями, 22G, 25 мм;;;шт.;70,05;200;0,04;4022495112651;;
;12606;B.Braun Интрокан W внутривенный катетер с крыльями, 24G, 19 мм;;;шт.;70,05;200;0,04;4022495112606;;
;63446;B.Braun Интрокан Сэйфти 3, ПУР, 18G, 1.3x32 мм;;;шт.;81,60;200;0,08;4046963963446;;
;63453;B.Braun Интрокан Сэйфти 3, ПУР, 18G, 1.3x45 мм;;;шт.;81,60;200;0,09;4046963963453;;
;63422;B.Braun Интрокан Сэйфти 3, ПУР, 20G, 1.1x25 мм;;;шт.;81,60;200;0,08;4046963963422;;
;63439;B.Braun Интрокан Сэйфти 3, ПУР, 20G, 1.1x32 мм;;;шт.;81,60;200;0,08;4046963963439;;
;57150;B.Braun Катетер внутривенный Вазофикс Браунюля 18G, 33 мм, порт, ФЭП;;;шт.;40,62;200;0,01;4022495057150;;
;58824;B.Braun Катетер внутривенный Вазофикс Браунюля 18G, 45 мм, порт, ФЭП;;;шт.;40,62;200;0,09;2758824;;
;58818;B.Braun Катетер внутривенный Вазофикс Браунюля 20G, 33 мм, порт, ФЭП;;;шт.;40,62;200;0,09;2758818;;
;58801;B.Braun Катетер внутривенный Вазофикс Браунюля 22G, 25 мм, порт, ФЭП;;;шт.;40,62;200;0,09;2758801;;
;41255;B.Braun Катетер внутривенный Вазофикс Церто 14G, 50 мм, порт, ПУР;;;шт.;46,03;200;0,09;4022495141255;;
;41200;B.Braun Катетер внутривенный Вазофикс Церто 16G, 50 мм, порт, ПУР;;;шт.;46,03;200;0,09;4022495141200;;
;41156;B.Braun Катетер внутривенный Вазофикс Церто 17G, 45 мм, порт, ПУР;;;шт.;46,03;200;0,09;4022495141156;;
;41057;B.Braun Катетер внутривенный Вазофикс Церто 18G, 33 мм, порт, ПУР;;;шт.;46,03;200;0,09;4022495141057;;
;12255;B.Braun Катетер внутривенный Вазофикс Церто 18G, 45 мм, порт, ПУР;;;шт.;46,03;200;0,09;4022495112255;;
;40906;B.Braun Катетер внутривенный Вазофикс Церто 22G, 25 мм, порт, ПУР;;;шт.;46,03;200;0,09;4022495140906;;
;40852;B.Braun Катетер внутривенный Вазофикс Церто 24G, 19 мм, порт, ПУР;;;шт.;46,03;200;0,09;4022495140852;;
         ПРИНАДЛЕЖНОСТИ ДЛЯ ИНФУЗИОННОЙ ТЕРАПИИ;;;;;;;;;;;
;58001;B.Braun Фильтр-канюля Мини-Спайк Фильтр Микро-тип 0.45 мкм, фильтр 5 мкм;;;шт.;166,69;50;0,05;2158001;;
         ШПРИЦЫ;;;;;;;;;;;
;50919;B.Braun Шприц 2-х комп. Инжект 10 мл, Люэр Лок (упак 100 шт);;;шт.;907,82;100;0,09;4022495250919;;
;90193;B.Braun Шприц 2-х комп. Инжект 10 мл, Люэр, игла 0,8x40 мм (упак 100 шт);;;шт.;847,14;100;0,09;4046963890193;;
;51015;B.Braun Шприц 2-х комп. Инжект 2 мл, Люэр Лок (упак 100 шт);;;шт.;502,56;100;0,04;4022495251015;;
;90162;B.Braun Шприц 2-х комп. Инжект 2 мл, Люэр, игла 0,6x30 мм (упак 100 шт);;;шт.;525,81;100;0,04;4046963890162;;
;90216;B.Braun Шприц 2-х комп. Инжект 20 мл, Люэр, игла 0,8x40 мм (упак 100 шт);;;шт.;1 184,90;100;0,01;4046963890216;;
;50964;B.Braun Шприц 2-х комп. Инжект 5 мл, Люэр Лок (упак 100 шт);;;шт.;577,71;100;0,06;4022495250964;;
;90179;B.Braun Шприц 2-х комп. Инжект 5 мл, Люэр, игла 0,7x30 мм (упак 100 шт);;;шт.;626,21;100;0,06;4046963890179;;
;29398;B.Braun Шприц 2-х комп. Инжект 5 мл, Люэр, игла 0,8x40 мм (упак 100 шт);;;шт.;626,21;100;0,06;4046963929398;;
;5494;B.Braun Шприц 3-х комп. Омнификс 10 мл, Люэр, игла 0,8x40 мм (упак 100 шт);;;шт.;892,40;100;0,01;4046964105494;;
;5531;B.Braun Шприц 3-х комп. Омнификс 20 мл, Люэр, игла 0,8x40 мм (упак 100 шт);;;шт.;1 424,05;100;0,01;4046964105531;;
;5418;B.Braun Шприц 3-х комп. Омнификс 3 мл, Люэр, игла 0,6x30 мм (упак 100 шт);;;шт.;548,51;100;0,05;4046964105418;;
;5456;B.Braun Шприц 3-х комп. Омнификс 5 мл, Люэр, игла 0,7x30 мм (упак 100 шт);;;шт.;648,05;100;0,07;4046964105456;;
;15219;B.Braun Шприц 3-х комп. Омнификс 5 мл, Люэр, игла 0,8x40 мм (упак 100 шт);;;шт.;648,05;100;0,07;4046964115219;;
;81584;B.Braun Шприц инсулиновый 3-х комп. Омникан U100 (упак 100 шт);;;шт.;876,51;100;0,03;4046964381584;;
;81553;B.Braun Шприц инсулиновый 3-х комп. Омникан U40 (упак 100 шт);;;шт.;876,51;100;0,03;4046964381553;;
;30080;B.Braun Шприц инсулиновый 3-х комп. Омнификс U100 (упак 100 шт);;;шт.;663,66;100;4,294;4046963894610;;
   BAYER;;;;;;;;;;;
      ПРОТИВОБАКТЕРИАЛЬНЫЕ СРЕДСТВА;;;;;;;;;;;
;18826;Bayer Баймицин аэрозоль антибактериальный 140 г;;;шт.;408,98;12;0,2;5023534012214 ;;
;04715;Bayer Байтрил  2,5% инъекционный раствор 100 мл;;;шт.;337,30;40;0,208;4607023120102;;
;04716;Bayer Байтрил  5% инъекционный раствор 100 мл;;;шт.;364,74;40;0,204;4607023120119;;
      ПРОТИВОПАРАЗИТАРНЫЕ СРЕДСТВА;;;;;;;;;;;
         СРЕДСТВА КОМПЛЕКСНОГО ДЕЙСТВИЯ;;;;;;;;;;;
;65361;Bayer Адвокат  для собак до 4 кг (3 пипетки х 0,4 мл);;;шт.;1 074,76;60;0,1;4007221039242 ;;
;12764/59152;Bayer Адвокат 100 для собак 4-10 кг (3 пипетки х 1 мл);;;шт.;1 291,16;60;0,1;4007221041481 ;;
;12765/59153;Bayer Адвокат 250 для собак 10-25 кг (3 пипетки х 2,5 мл);;;шт.;1 547,45;60;0,1;4007221041016 ;;
;12766/59154;Bayer Адвокат 400 для собак 25-40 кг (3 пипетки х 4 мл);;;шт.;1 878,71;60;0,1;4007221040989 ;;
;39310/59110;Bayer Адвокат для кошек  до 4 кг (3 пипетки х 0,4 мл);;;шт.;1 066,29;60;0,03;4007221041504 ;;
;39327/59111;Bayer Адвокат для кошек 4-8 кг (3 пипетки х 0,8 мл);;;шт.;1 253,68;60;0,03;4007221041498 ;;
         СРЕДСТВА ПРОТИВ ЭКТОПАРАЗИТОВ;;;;;;;;;;;
;04696/58933;Bayer Адвантейдж 40 К для кошек до 4 кг (4 пипетки х 0,4 мл);;;шт.;759,22;121;0,1;4007221041023 ;;
;04697/58934;Bayer Адвантейдж 80 К для кошек больше 4 кг (4 пипетки х 0,8 мл);;;шт.;854,73;121;0,1;4007221041030 ;;
;68650;Bayer Адвантейдж 80 К для кошек больше 4 кг 1 пипетки х 0,8 мл;;;шт.;229,70;1;0,02;4007221044567 ;;
;04698/58935;Bayer Адвантикс  40 С для собак до 4 кг (4 пипетки х 0,4 мл);;;шт.;1 797,71;10;0,1;4007221041054 ;;
;65224;Bayer Адвантикс  40 С для собак до 4 кг 1 пипетки х 0,4 мл;;;шт.;516,22;10;0,02;4007221043690 ;;
;04699/58936;Bayer Адвантикс 100 С для собак 4-10 кг (4 пипетки х 1 мл);;;шт.;1 946,41;10;0,1;4007221041092 ;;
;65225;Bayer Адвантикс 100 С для собак 4-10 кг 1 пипетки х 1 мл;;;шт.;558,54;10;0,02;4007221043706 ;;
;04700/58937;Bayer Адвантикс 250 С для собак 10-25 кг (4 пипетки х 2,5 мл);;;шт.;2 097,52;10;0,1;4007221041047 ;;
;62649;Bayer Адвантикс 250 С для собак 10-25 кг 1 пипетка х 2,5 мл;;;шт.;604,48;10;0,02;4007221043713 ;;
;04701/58979;Bayer Адвантикс 400 С для собак 25-40 кг (4 пипетки х 4 мл);;;шт.;2 298,21;10;0,1;4007221041009 ;;
;65227;Bayer Адвантикс 400 С для собак 25-40 кг 1 пипетки х 4 мл;;;шт.;660,09;10;0,02;4007221043720 ;;
;04708;Bayer Больфо аэрозоль 250 мл;;;шт.;403,79;12;0,21;4007221027102;;
;04709;Bayer Больфо ошейник 38 см для мелких собак и кошек;;;шт.;461,82;96;0,036;4007221041528 ;;
;04711;Bayer Больфо ошейник 70 см для собак;;;шт.;524,69;96;0,036;4007221041511;;
;04712/58938;Bayer Килтикс ошейник 38 см для собак мелких пород;;;шт.;745,92;72;0,1;4007221041061 ;;
;04713/58939;Bayer Килтикс ошейник 48 см для собак средних пород;;;шт.;848,68;72;0,1;4007221041078 ;;
;04714/58940;Bayer Килтикс ошейник 66 см для собак крупных пород;;;шт.;947,82;72;0,1;4007221041085 ;;
;65232;Bayer Форесто ошейник для кошек 38 см;;;шт.;1 692,53;6;0,122;4007221042969;;
;53394;Bayer Форесто ошейник для собак  менее 8 кг, 38 см;;;шт.;1 692,53;6;0,125;4007221038177 ;;
;53395;Bayer Форесто ошейник для собак более 8 кг, 70 см;;;шт.;2 080,23;6;0,161;2000007081154;;
         СРЕДСТВА ПРОТИВ ЭНДОПАРАЗИТОВ;;;;;;;;;;;
;59109;Bayer Дронтал для кошек 2 таб.;;;шт.;297,41;130;0,02;4007221041733 ;;
;76144;Bayer Дронтал плюс XL со вкусом мяса для собак крупных пород 2 таб. (1 таб. на 35 кг);;;шт.;532,36;1;0,05;4007221050094;;
;63424;Bayer Дронтал плюс со вкусом мяса для собак 2 таб. (1 таб. на 10 кг);;;шт.;365,11;130;0,01;4007221042983 ;;
;04690;Bayer Дронтал плюс со вкусом мяса для собак 6 таб.;;;шт.;938,15;194;0,014;4007221039686 ;;
;63276;Bayer Дронтал плюс со вкусом мяса для собак крупных пород 2 таб. (1 таб. на 35 кг);;;шт.;532,36;130;0,03;4007221042976 ;;
;39297/57650;Bayer Прококс суспензия антигельминтик для собак и щенков  7,5 мл;;;шт.;507,15;42;0,075;4007221039297;;
;12740/58942;Bayer Профендер 70 для кошек 2,5-5 кг (2 пипетки х 0,7 мл);;;шт.;718,12;104;0,024;4007221048541;;
